,Unnamed: 0,sentence,source,topic_id,topic_probability
1004,1004,1.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,15,1.0
1005,1005,Forms and examples of crowdsourcing.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.7230127202381411
1006,1006,Curated contributions refers to projects in which project coordinators collect the indi-\nvidual work of a crowd of contributors whose communication with one another is limited to nonexistent.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,1,0.49543660833046993
1007,1007,Crowd collaborations refers \nto projects in which a large group of contributors engage in regular communication regarding their shared work.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,86,1.0
1008,1008,"CREP = Collaborative \nReplication and Education Project; RP:P = Reproducibility Project: Psychology.\n\nup is potentially offset by the numerous eyes available \nto  catch  mistakes  (e.g.,  Silberzahn  et\xc2\xa0 al.,  2018).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,5,0.7741896464147976
1009,1009,"The \navailable evidence suggests that data collected by citi-\nzen scientists are comparable in error rates and general \nquality to those assembled by professionals (Kosmala, \nWiggins, Swanson, & Simmons, 2016; Thelen & Thiet, \n\n2008).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1010,1010,"Online coders and political scientists reach near-\nperfect agreement on policy positions in political mani-\nfestos (Benoit, Conway, Lauderdale, Laver, & Mikhaylov, \n2016), Wikipedia entries are as accurate as the Ency-\nclopedia  Britannica  (Giles,  2005),  highly  published \nand  less  prolific  researchers  are  similarly  likely  to \n\nTable 1.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1011,1011,"Crowdsourcing Different Stages of the Research Process\n\nStudy design\n\nThe same research hypothesis is given to different scientists, who independently design \n\nStage of research\n\nIdeation\nAssembling resources\n\nData collection\nData analysis\nReplicating findings before \n\npublication\n\nWriting research reports\nPeer review\nReplicating published findings\n\nHow crowds are leveraged\n\nCrowds are used to generate novel research ideas and solutions to problems\nOnline exchanges are used to match investigators with needs with partner laboratories who \n\nhave that resource\n\nstudies to test it\n\nits publication\n\nNumerous collaborators aid in obtaining research participants, observations, or samples\nA network of researchers carries out statistical analyses to address the same research question\nThe same methodology is repeated in independent laboratories to confirm the finding before \n\nA large group of contributors collectively writes a research article\nA large group of commentators writes public feedback on a scientific article\nThe same methods and materials from published articles are repeated in independent \n\nlaboratories to assess the robustness of the findings\n\nDeciding future directions\n\nCrowd predictions about future research outcomes are factored into decisions about how to \n\nallocate research resources for maximum impact\n\n\x0cUhlmann et al.\n\n716 \n\nSource\n\net\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.525355612946781
1012,1012,(2018)\n\nInnoCentive.com\n\nTable 2.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,32,0.1311899248234964
1013,1013,"Examples of Crowdsourced Scientific Initiatives\n\nSobel (2007)\n\nStarting in 1714, the British Parliament \n\nDevelopment of the marine chronometer\n\nMethod\n\nIdeation\n\nKey result(s)\n\nPolymath (2012, 2014)\n\nMathematical challenges are posted online for \n\nA new combinatorial proof to the density \n\nSchweinsberg, Feldman, \n\nCrowd of researchers asked to nominate \n\nThe crowd was able to generate interesting \n\nlaunched an open competition to solve how \nto calculate the longitude of a ship at sea\n\nopen crowd collaboration\n\nhypotheses for testing with a complex data \nset\n\nScientific problems are posted online, and \n\nprizes are offered for the best solution\n\nAssembling resources\n\nidentify and outsource specific research \nneeds\n\nresources available for use by others or \nneeded resources another researcher may \nhave\n\nStudy design\n\nexperiments to test the same hypothesis; \nresearch participants are then randomly \nassigned to different study versions\n\nversion of the Hales-Jewett theorem, among \nother solved mathematical problems\n\nhypotheses for later testing\n\n30% of 166 scientific problems solved via crowd \n\ncompetitions for prizes\n\npartnership with the Center for Open Science \nto conduct the Reproducibility Project: \nCancer Biology\n\nand small team projects\n\nDifferent study designs associated with widely \ndispersed effect-size estimates for the same \nresearch question; for four out of five \nhypotheses examined, the materials from \ndifferent teams returned significant effects in \nopposite directions\n\nScience Exchange\n\nOnline marketplace that enables scientists to \n\nProgram to independently validate antibodies; \n\nStudySwap\n\nPlatform for posting brief descriptions of \n\nUsed to gather resources for both crowdsourced \n\nLandy et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.5818343015081734
1014,1014,"(2018)\n\nIndependent research teams separately design \n\nData collection\n\nOlmstead (1834)\n\nIn 1833, Denison Olmsted used letter \n\nDetailed documentation of the great meteor \n\ncorrespondence to recruit citizen scientists \nto help document a meteor shower\n\nstorm of 1833; birth of citizen-science \nmovement\n\nKanefsky, Barlow, and \n\nClickworkers website from the National \n\nMapping of craters on Mars based on images \n\nGulick (2001)\n\nAeronautics and Space Administration asks \nvolunteers to help classify images\n\nfrom the Viking Orbiter\n\nChurch (2005)\n\nThe Personal Genome Project recruits \n\neveryday people willing to publicly share \ntheir personal genome, health, and trait data \nas a public-research resource\n\nCollection of data from 10,000 volunteers; full \nanalyses of the genomes of 56 participants \nwith identification of potential health impacts \nin 25% of cases; ongoing project to link \ngenetics, memory, and attention\n\nCooper et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1015,1015,"(2010)\n\nOnline game FoldIt in which more than 50,000 \n\nThe best human players outperform a computer \n\nPrice, Turner, Stencel, \nKloppenborg, and \nHenden (2012)\n\nKim et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,67,1.0
1016,1016,"(2014)\n\nplayers compete to fold proteins\nCitizen sky project recruits amateur \n\nastronomers to help professionals gather \nobservations of the planets, moons, \nmeteors, comets, stars, and galaxies\nVideo game EyeWire in which players \n\nreconstruct part of an eye cell using three-\ndimensional images of microscopic bits of \nretinal tissue\n\nin terms of determining protein structures\n\nGathering observations of Epsilon Aurigae, an \nunusual multiple star system, among other \ntargets\n\nData from more than 2,000 elite gamers used \n\nto collectively map neural connections in the \nretina, contributing to a better understanding \nof how the eye detects motion\n\nMetaSUB International \n\nConsortium (2016)\n\nCommuters are enlisted to obtain samples \n\nIdentification of new species and novel \n\nfrom surfaces in subways and other public \nareas\n\nbiosynthetic gene clusters; global maps of \nantimicrobial resistance markers\n\n(continued)\n\n\x0cCrowdsourcing Science \n\nTable 2.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,23,0.6659341610006065
1017,1017,(Continued)\n\nSource\n\nS\xc3\xb8rensen et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,0.7709473818255318
1018,1018,(2016)\n\nVideo game Quantum Moves in which the \n\nMoshontz et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,42,0.5241217925777266
1019,1019,"(2018)\n\nPsychological Science Accelerator (PSA), a \n\nplayer moves digital renditions of quantum \natoms\n\nnetwork of more than 300 laboratories to \nconduct replications and collect other data \nfor crowdsourced projects\n\nOnline platform where citizen volunteers assist \n\nprofessional researchers with projects\n\nZooniverse\n\nMethod\n\nKey result(s)\n\nGalaxy Zoo\n\nAsks volunteers to help classify galaxies on \n\nCollection of more than 100 million \n\nthe basis of images\n\n717\n\nThe data produced by the more than 200,000 \nusers has been leveraged to develop better \nquantum algorithms\n\nThe first large-scale PSA project will seek to \nreplicate earlier findings that people rate \nfaces on the basis of valence and dominance\n\nEnables citizen-science initiatives such as \n\xe2\x80\x9cMapping Prejudice,\xe2\x80\x9d in which project \nvolunteers identify racially restrictive property \ndeeds\n\nclassifications of galaxies based on \nshape, structure, and intensity; identifying \nsupernovas and potential interactions \nbetween galaxies\n\nLarge data set on bird migrations leveraged for \n\nscientific publications\n\nImproved prediction of survival of breast-cancer \npatients, drug sensitivity in breast-cancer cell \nlines, and biomarkers for early-Alzheimer\xe2\x80\x99s \ndisease cognitive decay\n\nChanges in physical activity over time affect \n\ncognitive function; education may not be a \nprotective factor against cognitive decline\n\nAudubon Christmas Bird \n\nCount\n\nStolovitzky, Monroe, and \n\nCalifano (2007)\n\nHofer and Piccinin (2009)\n\nBeginning with the Audubon Christmas Bird \nCount of 1900, amateur birdwatchers have \nbeen used to collect data on bird migrations\n\nData analysis\nIn the Dialogue for Reverse Engineering \nAssessments and Methods Challenges, \norganizers provide a test data set and a \nparticular question to be addressed to many \nindependent analysts and then apply the \nanalytic strategies to a hold-out data set to \nevaluate their robustness\n\nCoordinated analysis: network of researchers \nuse the same target constructs, model, and \ncovariates on different longitudinal data sets \nto address the same research question\n\nSchweinsberg, Feldman, \n\n42 analysts were asked to test hypotheses \n\nRadical effect-size dispersion, with analysts in \n\net\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1020,1020,"(2018)\n\nrelated to gender, status, and science using \na complex data set on academic debates\n\nsome cases reporting significant effects in \nopposite directions for the same hypothesis \ntested with the same data\n\nSilberzahn et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1021,1021,"(2018)\n\nThe same data set was distributed to 29 analysis \nteams, who separately analyzed it to address \nthe same research question (\xe2\x80\x9cDo soccer \nreferees give more red cards to dark skin \ntoned players than light skin toned players?\xe2\x80\x9d)\n\nEffect-size estimates ranging from slightly \n\nnegative to large positive effects; 69% of \nanalysts reported statistically significant \nsupport for the hypothesis, and 31% reported \nnonsignificant results\n\nSchweinsberg et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,35,1.0
1022,1022,"(2016)\n\n25 independent laboratories attempted to \n\n6 of 10 findings were robust and generalizable \n\nreplicate 10 unpublished findings from one \nresearch group\n\nacross cultures according to the preregistered \nreplication criteria\n\nReplicating findings before publication\n\nChristensen and van Bever \n\nOnline collaboration platform used to \n\nThe article \xe2\x80\x9cThe Capitalist\xe2\x80\x99s Dilemma,\xe2\x80\x9d which \n\n(2014)\n\nWriting research reports\n\ncollect ideas and comments regarding \nwhy companies often do not invest in \ninnovations that create new markets\n\nargues this occurs because companies \nincentivize their managers to find efficiency \ninnovations that eliminate jobs and pay off \nfast, rather than market innovations that pay \noff years later\n\n(continued)\n\n\x0cUhlmann et al.\n\nTable 2.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1023,1023,"(Continued)\n\n718 \n\nSource\n\nList (2017)\n\nMethod\n\nKey result(s)\n\nPeer review\nSynlett implemented a crowdsourced \n\nreviewing process to allow more than \n100 referees to respond to articles after \nthey were posted to an online forum for \nreviewers\n\nReplicating published findings\n\nThe crowd review was faster and provided \nmore comprehensive feedback than the \ntraditional peer-review process\n\nSteward, Popovich, Dietrich, \n\nand Kleitman (2012)\n\nAlogna et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1024,1024,"(2014)\n\nInitiative to replicate spinal-cord-injury \nresearch in independent laboratories\n\nstudies\n\n2 successful replications out of 12 targeted \n\nRegistered Replication Report: attempt by \n\nVerbal overshadowing successfully replicated, \n\nmany laboratories to replicate the verbal \novershadowing effect\n\nbut with a smaller effect size than in the \noriginal article\n\nKlein et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,5,1.0
1025,1025,(2014)\n\nMany Labs 1: 36 laboratories attempted to \n\n10 of 13 findings replicated\n\nOpen Science Collaboration \n\nReproducibility project that attempted to \n\n36% of findings successfully replicated\n\n(2015)\n\nCamerer et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,5,0.7537448349891451
1026,1026,(2016)\n\n61% of findings successfully replicated\n\nEbersole et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1027,1027,(2016)\n\nMany Labs 3: 20 laboratories attempted to \n\n3 of 10 findings replicated; most unaffected by \n\nreplicate 13 psychology findings\n\nreplicate 97 original effects from top \npsychology journals in independent \nlaboratories\n\nExperimental Economics Replication Project: \ninitiative to replicate prominent findings in \nexperimental economics in independent \nlaboratories\n\nreplicate 10 psychology findings at different \ntimes of the semester\n\nRegistered Replication Report: attempt by \n\nmany laboratories to replicate the effects of \npriming hostility on impression formation\nReproducibility Project: Cancer Biology: an \n\ninitiative to replicate prominent findings in \ncancer biology\n\nto replicate 21 social-science findings in \nScience and Nature\n\nMany Labs 2: 28 psychology findings \n\nreplicated across 125 sites\n\nInitiative to replicate prominent findings in \nexperimental philosophy in independent \nlaboratories\n\nRegistered Replication Report: attempt by \nmany laboratories to replicate the effect \nof priming professors on intellectual \nperformance\n\nCollaborative Replications and Education \n\nProject initiative to replicate social-\npsychology findings in student methods \nclasses\n\nDeciding future directions\n\nMcCarthy et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,5,1.0
1028,1028,(2018)\n\nNosek and Errington (2017)\n\nKlein et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1029,1029,(2018)\n\nCova et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1030,1030,(2018)\n\nO\xe2\x80\x99Donnell et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1031,1031,(2018)\n\nWagge et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1032,1032,"(2019)\n\ntime of semester\n\nFailure to replicate the hostility priming effect, \nwith low heterogeneity in effect sizes across \nlaboratories\n\nOf 12 replications thus far, 4 reproduced \nimportant parts of the original article, 4 \nreplicated some parts of the original article \nbut not others, 2 were not interpretable, and \n2 did not replicate the original findings\n\n14 of 28 findings replicated; heterogeneity in \neffect-size estimates was highest for large \neffect sizes and low for nonreplicable effects\n\n78% of findings successfully replicated\n\nFailure to replicate the professor priming effect, \nwith low heterogeneity in effect sizes across \nlaboratories\n\nFailure to replicate earlier findings that women \n\nare more attracted to men in photographs \nwith red borders\n\nCamerer et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1033,1033,(2018)\n\nSocial Sciences Replication Project: an initiative \n\n13 (62%) of findings successfully replicated\n\nDreber et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,5,1.0
1034,1034,(2015)\n\nPrediction market to see whether independent \n\nAggregated predictions accurately anticipated \n\nscientists could forecast the results of the \nReproducibility Project: Psychology\n\nreplication results\n\n(continued)\n\n\x0c719\n\nCrowdsourcing Science \n\nTable 2.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,35,0.8949759328573103
1035,1035,(Continued)\n\nSource\n\nCamerer et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1036,1036,(2016)\n\n(2018a)\n\nEitan et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1037,1037,(2018)\n\nCamerer et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,1.0
1038,1038,(2018)\n\n(2018b)\n\nMethod\n\nKey result(s)\n\nPrediction market to see whether independent \nscientists could forecast replication results in \nexperimental economics\n\nAggregated predictions accurately anticipated \n\nreplication results\n\nDellaVigna and Pope \n\nPrediction survey to see whether forecasters \n\nAggregated predictions anticipated research \n\nLandy et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,35,0.8949759328573103
1039,1039,"(2018)\n\nPrediction survey to see whether independent \n\nAggregated predictions accurately anticipated \n\ncould anticipate the effects of treatment \nconditions on worker productivity\n\nPrediction survey to see whether scientists \ncould forecast the size of political biases \nin scientific abstracts and to gauge their \nreactions to the research results\n\nscientists could predict the results of \nconceptual replications\n\nPrediction market to see whether independent \nscientists could forecast results replications \nof social-science articles in Science and \nNature\n\ncould anticipate the effects of treatment \nconditions on worker productivity as \nwell as moderation by their demographic \ncharacteristics\n\noutcomes; expert behavioral scientists, \ndoctoral students, and Mechanical Turk \nworkers similarly accurate\n\nForecasters accurately predicted that \n\nconservatives would be explained more, \nand explained in more negative terms, in \nscientific abstracts in social psychology; they \nalso significantly overestimated the size of \nboth effects but updated their beliefs in light \nof the new evidence\n\noverall outcomes, including variability in \nresults across different study designs testing \nthe same hypothesis\n\nAggregated predictions accurately anticipated \n\nreplication results\n\neffects but overestimated the importance of \ndemographic moderators; academic seniority \ndid not moderate forecasting accuracy\n\nDellaVigna and Pope \n\nPrediction survey to see whether forecasters \n\nAggregated predictions anticipated treatment \n\nForsell et\xc2\xa0al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,35,0.8949759328573103
1040,1040,(2018)\n\nPrediction market to see whether independent \n\nAggregated predictions accurately anticipated \n\nscientists could predict the results of the \nMany Labs 2 replication initiative\n\nreplication results\n\nLai et\xc2\xa0al.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1041,1041,"(2014)\n\nContest to identify the most effective \n\n8 of 17 interventions effective in the short term \n\nintervention to reduce implicit preferences \nfor Whites over Blacks\n\nbut none effective a day or more after the \nintervention; teams were able to iteratively \nimprove their interventions between rounds.\n\nsuccessfully replicate a given behavioral effect (Bench, \nRivera, Schlegel, Hicks, & Lench, 2017; see also Klein, \nVianello,  Hasselman,  &  Nosek,  2018),  and  crowds  of \ninvestigators do not exhibit measurably different \xe2\x80\x9cflair\xe2\x80\x9d \nat  designing  studies  that  obtain  significant  findings \n(Landy et\xc2\xa0al., 2018).\n\nThese  null  findings  are  surprising\xe2\x80\x94there  must  be \nsome point at which a crowd project becomes overly \ninclusive  and  insufficiently  expert  members  compro-\nmise overall quality.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,27,1.0
1042,1042,"One possibility is that coordinators \nof the crowd projects thus far have chosen the degree \nof inclusiveness and communication best suited to their \nresearch question (i.e., the correct location in Fig.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,86,1.0
1043,1043,"1), \nleading to judicious scaling without losses in quality.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1044,1044,"\nLogically,  only  individuals  with  specialized  training \n(e.g., with physiological equipment) would be recruited \nto collect data for certain projects (e.g., pooling data \n\nfrom fMRI across laboratories; top-left quadrant of Fig.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,21,1.0
1045,1045,\n1).,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,15,1.0
1046,1046,"Even with an open call, potential contributors may \nvolunteer  for  projects  in  which  they  feel  they  can \nadd\xc2\xa0 value  (e.g.,  an  avid  bird  watcher  volunteers  to \nhelp\xc2\xa0track migrations), leading to self-screening based \non  relevant  skill  sets.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1047,1047,"Testing  the  conditions  under \nwhich crowdsourcing increases and decreases project \nquality will inform future investments in crowdsourced \nresearch.\n\nIn contrast, there is little direct evidence regarding \nthe  consequences  of  information  exchange  between \nproject members in crowdsourced scientific initiatives.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.9894967166963382
1048,1048,"\nNevertheless,  potential  costs  and  benefits  of  crowd \ncommunication are suggested by the literature on group \ninfluence and decision making.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,86,1.0
1049,1049,"One of the virtues of \ncrowds of independent agents, especially demographi-\ncally and intellectually diverse ones, is their tendency \n\n\x0c720 \n\nUhlmann et al.\n\nto  balance  out  individual  biases  and  errors  in  the  \naggregate (Galton, 1907; Larrick, Mannes, & Soll, 2012;  \nSurowiecki, 2005).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,27,0.9907508843637154
1050,1050,"Crowdsourcing scientific investiga-\ntions with little to no communication between project \nmembers (i.e., the far-left regions of Fig.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.6770912800688828
1051,1051,"1) may help \nto  avoid  the  potentially  biasing  effect  of  individuals\xe2\x80\x99 \novercommitment  to  intellectual  claims  (Berman  & \nReich, 2010; Luborsky et\xc2\xa0al., 1999; Manzoli et\xc2\xa0al., 2014; \nMynatta, Dohertya, & Tweneya, 1977) and path depen-\ndencies in which knowledge of others\xe2\x80\x99 approaches has \nan  inordinate  influence  (Derex  &  Boyd,  2016).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,2,0.8698801952478978
1052,1052,The \neffectiveness of crowds is more difficult to evaluate in \nsituations  that  lack  normatively  correct  answers  or \nobjective  measures  of  accuracy.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,0.682916319266098
1053,1053,"Yet  even  then,  the \ndiversity in approaches and results on the part of inde-\npendent scientists, for example in analytic choices and \nstudy designs, is at least made transparent to the reader \n(Landy et\xc2\xa0al., 2018; Silberzahn et\xc2\xa0al., 2018).\n\nThat  the \xe2\x80\x9cwisdom  of  the  crowd\xe2\x80\x9d  effect  is  spoiled \nwhen peer influence between members of the crowd \nis  possible  (Lorenz,  Rauhut,  Schweitzer,  &  Helbing, \n2011) suggests that the more one moves toward crowd \ncollaborations  (i.e.,  right  on  the  horizontal  axis),  the \nmore  conformity  and  deference  to  authority  become \nrisks.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1054,1054,"The one crowdsourced project that has tracked \nindividual beliefs under conditions of gradually increas-\ning  communication  found  little  evidence  of  conver-\ngence over time, beyond what would be expected from \nsensitivity  to  new  evidence  (see  Fig.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1055,1055,"4  in  Silberzahn \net\xc2\xa0al., 2018).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,56,0.3363521167337448
1056,1056,"The circumstances under which conformity \neffects occur in crowd science remains an open empiri-\ncal  question,  and  future  projects  should  consider \nmanipulating factors such as task interdependence and \nanonymity of communications.\n\nAllowing information exchange and creating inter-\ndependencies  between  project  members  also  comes \nwith potential important benefits.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,86,1.0
1057,1057,"One of the hypoth-\nesized benefits of crowd collaboration is the ability of \nmembers of the community to learn from each other \n(Wenger,  1998).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,86,1.0
1058,1058,"For  example,  teams  in  the  Lai  et\xc2\xa0 al.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1059,1059,\n(2014) intervention contest observed the effectiveness \nof others\xe2\x80\x99 interventions between rounds and used those \ninsights to improve their own interventions.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,27,0.9424543373089455
1060,1060,"Likewise, \nthe  round-robin  feedback  between  different  analytic \nteams  in  the  crowdsourcing  data-analysis  initiative  \n(Silberzahn et\xc2\xa0al., 2018) helped several analysts to iden-\ntify  clear  errors  and  adopt  improved  specifications.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1061,1061,"\nThese are only anecdotal examples, and further research \nis needed to examine when peer learning occurs sys-\ntematically in iterative, multistage crowd collaborations \nand how it might best be facilitated.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1062,1062,"As reviewed next, \nevidence  of  the  viability  of  crowdsourcing  across  all \nstages of the research process has accumulated rapidly \nin recent years.\n\nCrowdsourcing Science in Action\nScience can benefit from crowdsourcing activities that \nspan the entire research process (see Table 1).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,1.0
1063,1063,"These \ninclude coming up with research ideas, assembling the \nresearch team, designing the study, collecting and ana-\nlyzing the data, replicating the results, writing the arti-\ncle,  obtaining  reviewer  feedback,  and  deciding  next \nsteps for the program of research.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,10,0.776881634237898
1064,1064,"Table 2 and Supple-\nment 2 in the Supplemental Material summarize some \nrecent crowdsourced scientific initiatives, organized by \nthe respective stages on which they focused their crowd \nefforts.\n\nIdeation\nCrowds  of  scientists  can  be  organized  to  collaborate \nvirtually on complex problem-solving challenges, each \nproposing ideas for solving components of the problem \nand  commenting  on  each  other\xe2\x80\x99s  suggestions  (open \ncommunication;  the  far-right  regions  of  Fig.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1065,1065,1).,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,15,1.0
1066,1066,"This \napproach has been used to great effect in the Polymath \nprojects,  resulting  in  several  important  mathematical \nproofs (Ball, 2014; Polymath, 2012, 2014; Tao, Croot, & \nHelfgott,  2012).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1067,1067,"Like  how  they  are  used  in  product-\ndesign  contests  (Poetz  &  Schreier,  2012),  crowds  of \nresearchers  can  also  be  used  to  generate  original \nresearch hypotheses and select which ideas are most \nlikely  to  be  of  broad  interest  and  impact  ( Jia  et\xc2\xa0 al., \n2018;  Schweinsberg,  Feldman,  et\xc2\xa0 al.,  2018).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,17,1.0
1068,1068,"This \napproach may be particularly useful when it comes to \ndata  sets  that  for  legal  or  ethical  reasons  cannot  be \npublicly posted or further distributed\xe2\x80\x94for instance, the \npersonnel records of a private firm, who might agree \nto share them with one research team or institution but \nnot  for  general  distribution.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,3,1.0
1069,1069,"Even  in  such  cases,  the \ncore coordination team who serves as custodians of the \ndata can post an overview of the variables and sample \nonline and publicly solicit ideas for testing ( Jia et\xc2\xa0al., \n2018).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1070,1070,"The crowdsourced generation and selection of \nresearch  ideas  is  one  way  to  open  up  data  sets  and \ncollaboration  opportunities  that  would  otherwise \nremain closed to most scientists.\n\nAssembling resources\nGenome-wide association studies distribute the task of \ninvestigating the entire genome across many collabora-\ntors and institutions with specialized roles, leading to \nimportant discoveries related to genes and pathways of \ncommon diseases (Visscher, Brown, McCarthy, & Yang, \n2012).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,79,1.0
1071,1071,Consider the innumerable lost opportunities for \nsimilarly  combining  resources  across  laboratories  in \nother scientific fields.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1072,1072,"For instance, a researcher at one \n\n\x0cCrowdsourcing Science \n\n721\n\ninstitution may have a great idea but lacks access to the \nright equipment or sample of subjects to test it.",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1073,1073,"Else-\nwhere,  another  team  finds  they  have  an  excess  of \nresearch resources (e.g., they compensate participants \nfor  a  30-min  session  for  completing  a  15-min  study).",Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,-1,0.0
1074,1074,\nSome  researchers  have  resources  that  could  produc-\ntively  be  used  by  other  researchers  who  need  those \nresources  to  meet  their  research  goals.,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,10,1.0
1075,1075,One  way  to \nattempt to minimize the collective waste and maximize \nresearchers\xe2\x80\x99 collective ability to meet their research goals \nis to match \xe2\x80\x9chaves\xe2\x80\x9d with \xe2\x80\x9cneeds\xe2\x80\x9d using online platforms \nsuch  as  Science  Exchange  (https://www.science \nexchange.com) and StudySwap (http://osf.io/view/Study \nSwap).,Uhlmann et al. - Scientific Utopia III Crowdsourcing Science.pdf,2,0.6718940085187612
