,sentence,source
384,"Pre-clinical cancer biology faces \nproblems even conducting the studies needed to assess whether a replicability problem exists \n(Friedl, 2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
385,"A greater focus on big team science may help pre-clinical cancer biology \xe2\x80\x9cscale \nup\xe2\x80\x9d the resources devoted to the typical study in the discipline, which may help lay the \ngroundwork to allow these replication studies to be conducted.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
386,\n\nWe believe that big team science has the potential to simultaneously tackle the many \n\nchallenges that psychology faces.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
387,"However, to fulfill this potential, psychological scientists must \nrecognize and manage the many barriers and risks that this approach entails.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
388,"If properly managed \nto leverage its virtues while mitigating its risks, we believe that big team science can be \ninstrumental in the movement to build more reliable, informative, and rigorous science.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
389,"\n\n \n\n \n \n\n \n\n\x0c19 \n\n \n23andMe Research Team, COGENT (Cognitive Genomics Consortium), Social Science Genetic \n\nReferences \n\nAssociation Consortium, Lee, J. J., Wedow, R., Okbay, A., Kong, E., Maghzian, O., \n\nZacher, M., Nguyen-Viet, T. A., Bowers, P., Sidorenko, J., Karlsson Linn\xc3\xa9r, R., Fontana, \n\nM.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
390,"A., Kundu, T., Lee, C., Li, H., Li, R., Royer, R., \xe2\x80\xa6 Cesarini, D. (2018).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
391,Gene \n\ndiscovery and polygenic prediction from a genome-wide association study of educational \n\nattainment in 1.1 million individuals.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
392,"Nature Genetics, 50(8), 1112\xe2\x80\x931121.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
393,"\n\nhttps://doi.org/10.1038/s41588-018-0147-3 \n\nAbbott, A.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
394,(2014).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
395,Row hits flagship brain plan.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
396,"Nature, 511(7508), 133\xe2\x80\x93134.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
397,"\n\nhttps://doi.org/10.1038/511133a \n\nAbbott, A.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
398,(2015).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
399,Human Brain Project votes for leadership change.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
400,"Nature, nature.2015.17060.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
401,"\n\nhttps://doi.org/10.1038/nature.2015.17060 \n\nAbbott, A.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
402,(2020).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
403,Documentary follows implosion of billion-euro brain project.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
404,"Nature, \n\n588(7837), 215\xe2\x80\x93216.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
405,https://doi.org/10.1038/d41586-020-03462-3 \n\nALICE collaboration.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
406,(2010).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
407,Alignment of the ALICE Inner Tracking System with cosmic-ray \n\ntracks.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
408,"Journal of Instrumentation, 5(03), P03003\xe2\x80\x93P03003.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
409,"https://doi.org/10.1088/1748-\n\n0221/5/03/P03003 \n\nArslan, R. C., Walther, M. P., & Tata, C. S. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
410,formr: A study framework allowing for \n\nautomated feedback generation and complex longitudinal experience-sampling studies \n\nusing R. Behavior Research Methods.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
411,"https://doi.org/10.3758/s13428-019-01236-y \n\nAstuti, R., & Bloch, M. (2012).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
412,Anthropologists as Cognitive Scientists.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
413,"Topics in Cognitive \n\nScience, 4(3), 453\xe2\x80\x93461.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
414,"https://doi.org/10.1111/j.1756-8765.2012.01191.x \n\n \n\n\x0c20 \n\nAzoulay, P., Fons-Rosen, C., & Zivin, J. S. G. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
415,Does Science Advance One Funeral at a \n\nTime?,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
416,"American Economic Review, 109(8), 2889\xe2\x80\x932920.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
417,"\n\nhttps://doi.org/10.1257/aer.20161574 \n\nBakker, C. J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
418,(1955).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
419,CERN: European Organization for Nuclear Research.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
420,"Physics Today, 8, 8\xe2\x80\x93\n\n13.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
421,"\n\nBaum, J. R., & Wally, S. (2003).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
422,Strategic decision speed and firm performance.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
423,"Strategic \n\nManagement Journal, 24(11), 1107\xe2\x80\x931129.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
424,"https://doi.org/10.1002/smj.343 \n\nBender, A., Beller, S., & Nersessian, N. J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
425,(2015).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
426,Diversity as Asset.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
427,"Topics in Cognitive \n\nScience, 7(4), 677\xe2\x80\x93688.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
428,"https://doi.org/10.1111/tops.12161 \n\nBerdahl, J. L., & Raver, J. L. (2011).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
429,Sexual harassment.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
430,In S. Zedeck (Ed.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
431,"), APA handbook of \n\nindustrial and organizational psychology, Vol 3: Maintaining, expanding, and \n\ncontracting the organization.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
432,(pp.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
433,641\xe2\x80\x93669).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
434,American Psychological Association.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
435,"\n\nhttps://doi.org/10.1037/12171-018 \n\nBirnholtz, J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
436,(2008).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
437,When Authorship Isn\xe2\x80\x99t Enough: Lessons from CERN on the Implications of \n\nFormal and Informal Credit Attribution Mechanisms in Collaborative Research.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
438,"The \n\nJournal of Electronic Publishing, 11(1).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
439,"https://doi.org/10.3998/3336451.0011.105 \n\nBorgman, C. L., Darch, P. T., Sands, A. E., & Golshan, M. S. (2016).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
440,The Durability and \n\nFragility of Knowledge Infrastructures: Lessons Learned from Astronomy.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
441,\n\nArXiv:1611.00055 [Astro-Ph].,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
442,"http://arxiv.org/abs/1611.00055 \n\nBotvinik-Nezer, R., Holzmeister, F., Camerer, C. F., Dreber, A., Huber, J., Johannesson, M., \n\nKirchler, M., Iwanir, R., Mumford, J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
443,"A., Adcock, A., Avesani, P., Baczkowski, B., \n\nBajracharya, A., Bakst, L., Ball, S., Barilari, M., Bault, N., Beaton, D., Beitner, J., \xe2\x80\xa6 \n\n \n\n\x0c21 \n\nSchonberg, T. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
444,Variability in the analysis of a single neuroimaging dataset by \n\nmany teams [Preprint].,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
445,Neuroscience.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
446,"https://doi.org/10.1101/843193 \n\nBrumfiel, G. (2011).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
447,High-energy physics: Down the petabyte highway.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
448,"Nature, 469(7330), \n\n282\xe2\x80\x93283.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
449,"https://doi.org/10.1038/469282a \n\nBryant, P. J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
450,(1994).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
451,A Brief History and Review of Accelerators (No.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
452,261062).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
453,CERN.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
454,"\n\nButton, K. S., Ioannidis, J. P. A., Mokrysz, C., Nosek, B.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
455,"A., Flint, J., Robinson, E. S. J., & \n\nMunaf\xc3\xb2, M. R. (2013).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
456,Power failure: Why small sample size undermines the reliability \n\nof neuroscience.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
457,"Nature Reviews Neuroscience, 14(5), 365\xe2\x80\x93376.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
458,"\n\nhttps://doi.org/10.1038/nrn3475 \n\nByers-Heinlein, K., Bergmann, C., Davies, C., Frank, M. C., Hamlin, J. K., Kline, M., \n\nKominsky, J. F., Kosie, J. E., Lew-Williams, C., Liu, L., Mastroberardino, M., Singh, L., \n\nWaddell, C. P. G., Zettersten, M., & Soderstrom, M. (2020).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
459,Building a collaborative \n\npsychological science: Lessons learned from ManyBabies 1.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
460,"Canadian \n\nPsychology/Psychologie Canadienne, 61(4), 349\xe2\x80\x93363.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
461,"\n\nhttps://doi.org/10.1037/cap0000216 \n\nColes, N. A., March, D. S., Marmolejo-Ramos, F., Arinze, N. C., Ndukaihe, I. L. G., \xc3\x96zdo\xc4\x9fru, \n\nA.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
462,"A., Aczel, B., Hajdu, N., Nagy, T., Basnight-Brown, D., Zambrano, D., Foroni, F., \n\nWillis, M., Pfuhl, G., Kaminski, G., IJzerman, H., Vezirian, K., Banaruee, H., Suarez, I., \n\n\xe2\x80\xa6 Liuzza, M. T. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
463,A Multi-Lab Test of the Facial Feedback Hypothesis by The \n\nMany Smiles Collaboration [Preprint].,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
464,PsyArXiv.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
465,"https://doi.org/10.31234/osf.io/cvpuw \n\nCorvin, A., Craddock, N., & Sullivan, P. F. (2010).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
466,Genome-wide association studies: A primer.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
467,"\n\nPsychological Medicine, 40(7), 1063\xe2\x80\x931077.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
468,"https://doi.org/10.1017/S0033291709991723 \n\n \n\n\x0c22 \n\nCuccolo, K., Irgens, M. S., Zlokovich, M. S., Grahe, J., & Edlund, J. E. (2021).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
469,What \n\nCrowdsourcing Can Offer to Cross-Cultural Psychological Science.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
470,"Cross-Cultural \n\nResearch, 55(1), 3\xe2\x80\x9328.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
471,"https://doi.org/10.1177/1069397120950628 \n\nDannlowski, U., Ohrmann, P., Bauer, J., Deckert, J., Hohoff, C., Kugel, H., Arolt, V., Heindel, \n\nW., Kersting, A., Baune, B. T., & Suslow, T. (2008).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
472,5-HTTLPR Biases Amygdala \n\nActivity in Response to Masked Facial Expressions in Major Depression.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
473,"\n\nNeuropsychopharmacology, 33(2), 418\xe2\x80\x93424.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
474,"https://doi.org/10.1038/sj.npp.1301411 \n\nDevezer, B., Nardin, L. G., Baumgaertner, B., & Buzbas, E. O.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
475,(2019).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
476,"Scientific discovery in a \n\nmodel-centric framework: Reproducibility, innovation, and epistemic diversity.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
477,"PLOS \n\nONE, 14(5), e0216125.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
478,"https://doi.org/10.1371/journal.pone.0216125 \n\nDonoho, D., Arian, M., Imam, R., Morteza, S., & Stodden, V. (2008).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
479,15 Years of Reproducible \n\nResearch in Computational Harmonic Analysis (pp.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
480,1\xe2\x80\x9326) [Technical Report].,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
481,"\n\nDepartment of Statistics, Stanford University.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
482,"\n\nhttp://statweb.stanford.edu/~wavelab/DonohoEtAlCISESubmission.pdf \n\nEbersole, C. R., Atherton, O. E., Belanger, A. L., Skulborstad, H. M., Allen, J. M., Banks, J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
483,"B., \n\nBaranski, E., Bernstein, M. J., Bonfiglio, D. B. V., Boucher, L., Brown, E. R., Budiman, \n\nN.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
484,"I., Cairo, A. H., Capaldi, C. A., Chartier, C. R., Chung, J. M., Cicero, D. C., Coleman, \n\nJ.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
485,"A., Conway, J. G., \xe2\x80\xa6 Nosek, B.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
486,A.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
487,(2016).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
488,Many Labs 3: Evaluating participant pool \n\nquality across the academic semester via replication.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
489,"Journal of Experimental Social \n\nPsychology, 67, 68\xe2\x80\x9382.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
490,"https://doi.org/10.1016/j.jesp.2015.10.012 \n\nEnriquez, V. G. (1979).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
491,Towards cross-cultural knowledge through cross-indigenous methods \n\nand perspective.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
492,"Philippine Journal of Psychology, 12(1), 9\xe2\x80\x9315.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
493,"\n\n \n\n\x0c23 \n\nErvin, A.-M., Taylor, H. A., & Ehrhardt, S. (2016).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
494,NIH Policy on Single-IRB Review\xe2\x80\x94A New \n\nEra in Multicenter Studies.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
495,"New England Journal of Medicine, 375(24), 2315\xe2\x80\x932317.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
496,"\n\nhttps://doi.org/10.1056/NEJMp1608766 \n\nEspinosa, J. P. A., Levcovitz, G. B., Bianchi, R.-M., Brock, I., Carli, T., Castro, N. F., Ciocio, \n\nA., Colautti, M., Menezes, A. C. D. S., da Fonseca, G. D. O., Alves, L. D. M., Hoecker, \n\nA., Ramos, B. L., Pinh\xc3\xa3o, G. L. L., Maidantchik, C., Malek, F., McPherson, R., Picco, G., \n\n& Santos, M. T. D. (2020).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
497,The ATLAS Publication Process Supported by Continuous \n\nIntegration and Web Framework.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
498,ArXiv:2005.06989 [Hep-Ex].,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
499,"\n\nhttp://arxiv.org/abs/2005.06989 \n\nFanelli, D. (2010).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
500,\xe2\x80\x9cPositive\xe2\x80\x9d results increase down the hierarchy of the sciences.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
501,"PLoS ONE, \n\n5(4), e10068.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
502,"https://doi.org/10.1371/journal.pone.0010068 \n\nFinkel, E. J., Eastwick, P. W., & Reis, H. T. (2017).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
503,Replicability and other features of a high-\n\nquality science: Toward a balanced and empirical approach.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
504,"Journal of Personality and \n\nSocial Psychology, 113(2), 244\xe2\x80\x93253.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
505,"https://doi.org/10.1037/pspi0000075 \n\nForscher, P. S., & IJzerman, H. (2021, January 11).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
506,How should we fund the PSA?,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
507,\n\nPsychological Science Accelerator Blog.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
508,"https://psysciacc.org/2021/01/11/how-should-\n\nwe-fund-the-psa/ \n\nForsyth, D. R. (2014).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
509,Group dynamics (6th ed).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
510,Wadsworth Cengage Learning.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
511,"\n\nFraser, L. H., Henry, H. A., Carlyle, C. N., White, S. R., Beierkuhnlein, C., Cahill, J. F., Casper, \n\nB.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
512,"B., Cleland, E., Collins, S. L., Dukes, J. S., Knapp, A. K., Lind, E., Long, R., Luo, Y., \n\nReich, P. B., Smith, M. D., Sternberg, M., & Turkington, R. (2013).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
513,Coordinated \n\ndistributed experiments: An emerging tool for testing global hypotheses in ecology and \n\n \n\n\x0c24 \n\nenvironmental science.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
514,"Frontiers in Ecology and the Environment, 11(3), 147\xe2\x80\x93155.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
515,"\n\nhttps://doi.org/10.1890/110279 \n\nFrazier, M. L., Fainshmidt, S., Klinger, R. L., Pezeshkan, A., & Vracheva, V. (2017).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
516,\n\nPsychological Safety: A Meta-Analytic Review and Extension.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
517,"Personnel Psychology, \n\n70(1), 113\xe2\x80\x93165.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
518,"https://doi.org/10.1111/peps.12183 \n\nFriedl, P. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
519,Rethinking research into metastasis.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
520,"ELife, 8, e53511.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
521,"\n\nhttps://doi.org/10.7554/eLife.53511 \n\nGillespie, N. A., Whitfield, J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
522,"B., Williams, B., Heath, A. C., & Martin, N. G. (2005).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
523,"The \n\nrelationship between stressful life events, the serotonin transporter (5-HTTLPR) genotype \n\nand major depression.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
524,"Psychological Medicine, 35(1), 101\xe2\x80\x93111.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
525,"\n\nhttps://doi.org/10.1017/S0033291704002727 \n\nGotlib, I. H., Joormann, J., Minor, K. L., & Hallmayer, J.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
526,(2008).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
527,"HPA Axis Reactivity: A \n\nMechanism Underlying the Associations Among 5-HTTLPR, Stress, and Depression.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
528,"\n\nBiological Psychiatry, 63(9), 847\xe2\x80\x93851.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
529,"https://doi.org/10.1016/j.biopsych.2007.10.008 \n\nGross, K., & Bergstrom, C. T. (2019).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
530,Contest models highlight inherent inefficiencies of \n\nscientific funding competitions.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
531,"PLOS Biology, 17(1), e3000065.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
532,"\n\nhttps://doi.org/10.1371/journal.pbio.3000065 \n\nHardwicke, T. E., Mathur, M. B., MacDonald, K., Nilsonne, G., Banks, G. C., Kidwell, M. C., \n\nHofelich Mohr, A., Clayton, E., Yoon, E. J., Henry Tessler, M., Lenne, R. L., Altman, S., \n\nLong, B., & Frank, M. C. (2018).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
533,"Data availability, reusability, and analytic \n\nreproducibility: Evaluating the impact of a mandatory open data policy at the journal \n\nCognition.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
534,"Royal Society Open Science, 5(8), 180448.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
535,"\n\nhttps://doi.org/10.1098/rsos.180448 \n\n \n\n\x0c25 \n\nHarry, G. M. & the LIGO Scientific Collaboration.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
536,(2010).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
537,Advanced LIGO: The next \n\ngeneration of gravitational wave detectors.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
538,"Classical and Quantum Gravity, 27(8), \n\n084006.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
539,"https://doi.org/10.1088/0264-9381/27/8/084006 \n\nHeils, A., Teufel, A., Petri, S., St\xc3\xb6ber, G., Riederer, P., Bengel, D., & Lesch, K. P. (1996).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
540,\n\nAllelic Variation of Human Serotonin Transporter Gene Expression.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
541,"Journal of \n\nNeurochemistry, 66(6), 2621\xe2\x80\x932624.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
542,"https://doi.org/10.1046/j.1471-\n\n4159.1996.66062621.x \n\nHenrich, J., Heine, S. J., & Norenzayan, A.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
543,(2010).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
544,The weirdest people in the world?,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
545,"\n\nBehavioral and Brain Sciences, 33(2\xe2\x80\x933), 61\xe2\x80\x9383.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
546,"\n\nhttps://doi.org/10.1017/S0140525X0999152X \n\nHolcombe, A. O.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
547,(2019).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
548,"Contributorship, Not Authorship: Use CRediT to Indicate Who Did \n\nWhat.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
549,"Publications, 7(3), 48. https://doi.org/10.3390/publications7030048 \n\nJones, B. C., DeBruine, L. M., Flake, J. K., Liuzza, M. T., Antfolk, J., Arinze, N. C., Ndukaihe, \n\nI.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
550,"L. G., Bloxsom, N. G., Lewis, S. C., Foroni, F., Willis, M. L., Cubillas, C. P., Vadillo, \n\nM.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
551,"A., Turiegano, E., Gilead, M., Simchon, A., Saribay, S. A., Owsley, N. C., Jang, C., \n\n\xe2\x80\xa6 Coles, N. A.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
552,(2021).,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
553,To which world regions does the valence-dominance model of \n\nsocial perception apply?,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
554,Nature Human Behaviour.,"Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
555,"https://doi.org/10.1038/s41562-020-\n\nKaplay, S. (2016, July 6).","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
556,"In clinical trials, for-profit review boards are taking over for hospitals.","Forscher et al. - The Benefits, Barriers, and Risks of Big Team Scie.pdf"
